x,y,z,rx,ry,rz,rain,fog,wetness,timeofday,signal,speed,local_diff,local_angle,dis_diff,theta_diff,vel_diff,size_diff,mlp_eval,cost_eval,cruise_mlp_eval,junction_mlp_eval,cyclist_keep_lane_eval,lane_scanning_eval,pedestrian_interaction_eval,junction_map_eval,lane_aggregating_eval,semantic_lstm_eval,jointly_prediction_planning_eval,vectornet_eval,unknown,throttle,brake,steering_rate,steering_target,acceleration,gear,num_obs,num_npc,min_obs_dist,speed_min_obs_dist,vol_min_obs_dist,dist_to_max_speed_obs
332.975463867188,35.0938186645508,264.768371582031,0.930537939071655,142.92643737793,359.313934326172,0,0,0,14,-1,0.0016335534200707007,1.342846383741131,0.6502098885050344,0.934531758077704,3.1892584011956586,0.7205477050329068,0.9233375611302113,0,0,1,0,0,0,0,0,0,0,0,0,0,35.388210574146406,0.0,100.0,-11.440255312565693,0.2944454459605277,1,2,2,4.398673367081715,0.0034119689598080287,12.723859575682559,22.720453555933986
332.975036621094,35.0936546325684,264.768951416016,1.00213289260864,142.94499206543,359.2939453125,0,0,0,14,-1,0.0006072750646944097,1.3423322011001113,0.650044215337103,0.9950902524742693,3.150926081586661,0.18866200644747894,0.9259893229404583,0,0,1,0,0,0,0,0,0,0,0,0,0,35.56606833152064,0.0,100.0,-11.440255312565693,0.29675480363146023,1,2,2,4.399771287782379,0.0030755072587198445,12.723787945155824,22.9600557285818
332.975036621094,35.0935668945313,264.768676757813,1.01276278495789,142.966873168945,359.292816162109,0,0,0,14,-1,0.0002451988527438483,1.3422185228248324,0.6495945741361115,100.0,10.0,100.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.17542504870225,0.0,100.0,-11.440255312565693,0.8903976144905996,1,2,2,4.399635322809184,0.0003814697265625,12.723884097970577,23.16944822138228
332.978057861328,35.0939979553223,264.765167236328,0.778131008148193,143.034591674805,359.342224121094,0,0,0,14,-1,0.0037737305873736075,1.3437647055865358,0.6481794903845033,0.8959138492294416,3.143205820482933,0.06888773127684014,1.0375666382344446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,53.857760407584514,100.0,-11.440255312565693,-0.16430140830837814,1,2,2,4.393683675213444,0.000762939453125,12.723900258568808,23.348971757837177
332.976715087891,35.0935440063477,264.767242431641,0.946955502033234,143.057800292969,359.302276611328,0,0,0,14,-1,0.004389357267485117,1.3428241550300564,0.6480827720677941,0.9076775777312351,3.1449070222512034,0.1840853273088207,0.9465605601773284,0,0,0,0,0,0,0,0,0,0,0,0,0,35.67971114404966,0.0,100.0,-11.440255312565693,0.29809420092570577,1,2,2,4.396921512771226,0.006151014517439689,12.723879637971732,23.51212591779671
332.975982666016,35.0933494567871,264.767913818359,1.02010476589203,143.071716308594,359.278869628906,0,0,0,14,-1,0.0005594776302425148,1.3421940239264218,0.6478393552587903,0.9784174933682396,3.1426386846417387,0.304453703623446,0.7340713001549178,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72805825469265,0.0,100.0,-11.440255312565693,0.29872618664622586,1,2,2,4.398153627218832,0.0003814697265625,12.723916539431738,23.65462154037189
332.97607421875,35.0932731628418,264.767700195313,1.03361344337463,143.094909667969,359.279357910156,0,0,0,14,-1,0.002559143504427619,1.3421368986173627,0.6474438988566651,50.46847934516621,5.0075673469599735,50.268251109901676,10.663437617817337,0,0,0,0,0,0,0,0,0,0,0,0,0,72.97893167393781,0.0,100.0,-11.440255312565693,0.7481429942407818,1,2,2,4.39806651542845,0.000762939453125,12.723978503742453,23.78081404974748
332.978424072266,35.0936164855957,264.7646484375,0.832479178905487,143.151733398438,359.333923339844,0,0,0,14,-1,0.003546674223846695,1.3434618734036332,0.6461860984643777,100.0,10.0,100.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.2162037939574,0.0,100.0,-11.440255312565693,0.8305298173278461,1,2,2,4.3930310629451705,0.0003814697265625,12.723879331857535,23.892441229358134
332.978729248047,35.0935554504395,264.764099121094,0.819553911685944,143.196731567383,359.356781005859,0,0,0.200000002980232,14,-1,0.00034243636700508875,1.343550927847681,0.6453682129589958,6.7794401126029085,3.6581145479031156,0.9585814670465974,2.2078288601795406,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0.0,100.0,-11.440255312565693,0.09977161468189255,1,3,3,4.392019020225004,0.0030755072587198445,12.723948771003299,20.266326723037093
332.978698730469,35.0930290222168,264.764373779297,0.870428383350372,143.215087890625,359.324462890625,0,0,0.200000002980232,14,-1,0.001440357167352709,1.3431841310119117,0.6451187971466048,100.0,10.0,100.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.71850026416092,0.0,100.0,-11.440255312565693,0.5004985633853662,1,3,3,4.392028891987701,0.004315837287515549,12.723840565851685,20.822516066255414
332.978729248047,35.0930786132813,264.764190673828,0.884007394313812,143.250625610352,359.3330078125,0,0,0.200000002980232,14,-1,0.0018190947901360552,1.3430793179830511,0.6445236053334136,100.0,10.0,100.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.97001559895955,0.0,100.0,-11.440255312565693,0.9946670270848963,1,3,3,4.391932934063571,0.0003814697265625,12.723911154981622,21.05130795624195
332.979553222656,35.0931129455566,264.763092041016,0.846600234508514,143.2978515625,359.351196289063,0,0,0.200000002980232,14,-1,0.004373246732273246,1.3432250974975237,0.6435329158775559,7.059670696127811,3.3885826226332747,0.27763245863043995,2.260879508463681,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,78.38174823867872,100.0,-11.440255312565693,-0.18663896988182926,1,3,3,4.390361645367059,0.0064849853515625,12.723843604429984,24.308883966030315
332.978729248047,35.0928077697754,264.764221191406,0.941247344017029,143.32307434082,359.330108642578,0,0,0.200000002980232,14,-1,0.0030142247644617034,1.3427002579748795,0.6432010946578374,6.986481628794554,3.385876864790646,0.25646729132601126,2.1706442714219545,0,0,0,0,0,0,0,0,0,0,0,0,0,73.96446461966056,0.0,100.0,-11.440255312565693,0.7006169887824087,1,3,3,4.3921826510259185,0.005285799583645255,12.723904719007098,24.419674300718672
332.978790283203,35.0928001403809,264.764434814453,0.967536211013794,143.342529296875,359.248687744141,0,0,0.200000002980232,14,-1,0.0015154458742678782,1.3425171322828435,0.6432465136037601,7.059829320071489,3.376288103648951,0.26510917482718277,2.20843449420636,0,0,0,0,0,0,0,0,0,0,0,0,0,35.76618317934204,0.0,100.0,-11.440255312565693,0.29916683636340957,1,3,3,4.392211199517099,0.00488519610399845,12.723893344012602,24.538428509513
332.9775390625,35.0925140380859,264.765625,1.08190083503723,143.355392456055,359.230316162109,0,0,0.200000002980232,14,-1,0.0025463237750315013,1.3418031517626439,0.6429916493548721,7.058157937958608,3.37281807139442,0.27547622965768703,2.1785356084381307,0,0,0,0,0,0,0,0,0,0,0,0,0,35.66255381740731,0.0,100.0,-11.440255312565693,0.29789929194277714,1,3,3,4.3946384264824525,0.004464988674438334,12.723837893452842,24.672176062936618
332.977722167969,35.0925331115723,264.76513671875,1.06577336788177,143.367523193359,359.219024658203,0,0,0.200000002980232,14,-1,0.006294106725993153,1.3421266292335958,0.6430099651642417,100.0,10.0,100.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.372666537479,0.0,100.0,-11.440255312565693,0.6305403655018373,1,3,3,4.394073897233884,0.0030517578125,12.723874774468143,24.823473533574305
332.980499267578,35.0930290222168,264.761993408203,0.841044962406158,143.413284301758,359.223266601563,0,0,0.200000002980232,14,-1,0.0023708451367050044,1.3435129906961618,0.6422654277102029,100.0,10.0,100.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.56706428098815,0.0,100.0,-11.440255312565693,0.8106179256710803,1,3,3,4.388628931117516,0.0030755072587198445,12.723858100706837,24.997228567103257
332.981109619141,35.0929870605469,264.761535644531,0.842391550540924,143.45637512207,359.205230712891,0,0,0.200000002980232,14,-1,0.0014409330642493523,1.3434107447472514,0.6415565775479719,66.97648694077664,6.678609502520449,66.726583196877,13.785305943272448,0,0,0,0,0,0,0,0,0,0,0,0,0,73.84250118799625,0.0,100.0,-11.440255312565693,0.7071709862607691,1,3,3,4.387968019034328,0.0011444091796875,12.72390233538234,25.206480365683827
332.981353759766,35.0928421020508,264.761260986328,0.858765363693237,143.499237060547,359.197387695313,0,0,0.200000002980232,14,-1,0.0017831049739277715,1.3432424149664728,0.6407429788270604,66.93982947119498,6.668561307884744,66.79997553778877,13.711655624441397,0,0,0,0,0,0,0,0,0,0,0,0,0,65.69069995204792,0.0,100.0,-11.440255312565693,1.1150394127073189,1,3,3,4.387699846330401,0.000762939453125,12.723880171765751,25.457323487445436
332.981719970703,35.0927543640137,264.760925292969,0.855841994285584,143.546691894531,359.198120117188,0,0,0.200000002980232,14,-1,0.0022793641668103688,1.3433249359416914,0.6399889084594236,8.638635663630387,3.1995872800067766,1.0102375521484348,6.726683768550114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,31.284999986831462,100.0,-11.440255312565693,-0.5927756283847208,1,3,3,4.386902827785224,0.0011444091796875,12.723939170631013,25.760295410641405
332.981811523438,35.0925674438477,264.761016845703,0.890820503234863,143.591674804688,359.197418212891,0,0,0.200000002980232,14,-1,0.0010843922445144985,1.3430183123099118,0.639110984962804,66.92840323270907,6.680334443101931,66.9843303040954,13.739942774468568,0,0,0,0,0,0,0,0,0,0,0,0,0,71.16711046918277,0.0,100.0,-11.440255312565693,0.838853773626717,1,3,3,4.387017361881463,0.00152587890625,12.723850414781221,26.126904707236264
332.981384277344,35.0922889709473,264.761627197266,0.963875889778137,143.628280639648,359.198394775391,0,0,0.200000002980232,14,-1,0.003995261891574639,1.3426803323312142,0.6385052898946442,66.92074590957567,6.677317838184043,67.04614735527791,13.767245198968629,0,0,0,0,0,0,0,0,0,0,0,0,0,67.06648664524266,0.0,100.0,-11.440255312565693,1.0379368782692626,1,3,3,4.38809937110151,0.000762939453125,12.723793373598122,26.54170123727069
332.983001708984,35.0924682617188,264.759796142578,0.861893177032471,143.68017578125,359.204711914063,0,0,0.200000002980232,14,-1,0.002035241772430824,1.3432001418021922,0.6375393332118163,66.9243099908,6.670584250920967,67.11897859302915,13.701941657517532,0,0,0,0,0,0,0,0,0,0,0,0,0,74.45049622310101,0.0,100.0,-11.440255312565693,0.6774400439365333,1,3,3,4.3852085922053154,0.0011444091796875,12.723784544375981,27.0280345950905
332.983062744141,35.0922317504883,264.759857177734,0.902167439460754,143.728744506836,359.217651367188,0,0,0.200000002980232,14,-1,0.004362244886160182,1.3430425953364735,0.6366933280817658,66.91732251443506,6.669727552616052,67.19839732580103,13.76870289059623,0,0,0,0,0,0,0,0,0,0,0,0,0,66.38248839239647,0.0,100.0,-11.440255312565693,1.0775639728497302,1,3,3,4.385339966309067,0.0034119689598080287,12.723902770978299,27.627082493307334
332.983825683594,35.091854095459,264.758758544922,0.911153852939606,143.798248291016,359.289459228516,0,0,0.200000002980232,14,-1,0.002967387535542066,1.3428881498173875,0.6350835457676722,9.62962068545876,3.202442230446555,2.294682686715437,6.735681400626632,0,0,1,0,0,0,0,0,0,0,0,0,0,58.856483591992294,0.0,100.0,-11.440255312565693,0.37801628790709046,1,3,3,4.38373343749833,0.0003814697265625,12.723803714004196,28.37038899283532
332.983764648438,35.0911407470703,264.759033203125,0.98394501209259,143.817276000977,359.252136230469,0,0,0.200000002980232,14,-1,0.0015968382169301771,1.3424135974775235,0.6349487144641036,10.008908230726329,3.1915556272920753,2.765428362065096,7.009920401535877,0,0,1,0,0,0,0,0,0,0,0,0,0,35.75804348861029,0.0,100.0,-11.440255312565693,0.2990674259428722,1,3,3,4.383538398324802,0.0030755072587198445,12.723810538724557,29.298128316236955
332.979064941406,35.091926574707,264.765563964844,1.11242985725403,143.833389282227,359.256256103516,0,0,0.200000002980232,14,-1,0.024120759731317134,1.3415809531469,0.6346431262916606,10.983076601295169,3.1609040802982045,2.829381013246518,4.719588028186916,0,0,1,0,0,0,0,0,0,0,0,0,0,37.894886246444194,0.0,100.0,-11.440255312565693,0.2844143970421656,1,3,3,4.39282524416089,0.008572465917298978,12.723828939912009,30.459974733713306
332.977111816406,35.0938148498535,264.767425537109,0.973223447799683,143.878799438477,359.298004150391,0,0,0.200000002980232,14,-1,0.023547706006888332,1.3427898670832539,0.6336419761486821,10.61410834616664,3.1608906121882114,2.8657251471208753,4.3459364178227675,0,0,1,0,0,0,0,0,0,0,0,0,0,41.94691260742798,0.0,100.0,-11.440255312565693,0.27686082137190565,1,3,3,4.39608334590104,0.006103515625,12.723882936266548,31.902798100708548
332.975646972656,35.0947074890137,264.768524169922,0.876860439777374,143.924591064453,359.322418212891,0,0,0.200000002980232,14,-1,0.006606782829747921,1.3428615313429066,0.6328697874624349,66.99747558566588,6.67022478807083,66.79564026082863,13.773632092661487,0,0,1,0,0,0,0,0,0,0,0,0,0,74.46459367866736,0.0,100.0,-11.440255312565693,0.6767454882756541,1,3,3,4.397840522682779,0.005340576171875,12.723880875645849,33.700435771427316
332.976409912109,35.0953178405762,264.766387939453,0.726384520530701,143.981170654297,359.358489990234,0,0,0.200000002980232,14,-1,0.011392440896913068,1.3440896346394644,0.6315806924891576,66.97048575615675,6.680476048419744,66.68715049733152,13.664750437167365,0,0,1,0,0,0,0,0,0,0,0,0,0,66.43865738770262,0.0,100.0,-11.440255312565693,1.0638501306847619,1,3,3,4.395054611461493,0.0072479248046875,12.723785170844293,35.88415761561727
332.975677490234,35.095630645752,264.766357421875,0.672357976436615,144.029846191406,359.364440917969,0,0,0.200000002980232,14,-1,0.0034500367572056754,1.344445884675414,0.6307121440602219,13.008531419668394,3.2355680516168284,3.751905799036868,6.75238298346688,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,34.06054087960112,100.0,-11.440255312565693,-0.630560925712689,1,3,3,4.395284000341285,0.01696146703751809,12.723871535924703,38.239396084481015
332.972534179688,35.094295501709,264.769744873047,1.00175988674164,144.039489746094,359.277709960938,0,0,0.200000002980232,14,-1,0.053156576221806875,1.3436611346301885,0.6309136443699251,41.222559396683366,6.486835082314978,33.988538854162414,8.400482364794524,0,0,0,0,0,0,0,0,0,0,0,0,0,44.84047344803458,0.0,100.0,-11.440255312565693,0.2700967726154661,1,3,3,4.4008839152390316,0.00457763671875,12.723929261464875,40.67496956589306
332.974548339844,35.0948181152344,264.765777587891,0.826182842254639,144.093200683594,359.331878662109,0,0,0.200000002980232,14,-1,0.04992299945063044,1.3434253867972634,0.6297482628268888,67.12990503744432,6.671735932301867,66.74921696928486,14.192542402504984,0,0,1,0,0,0,0,0,0,0,0,0,0,73.92648181801825,0.0,100.0,-11.440255312565693,0.701472578171181,1,3,3,4.39580820976549,0.008765506967984053,12.723907788362665,43.155110433222085
332.974304199219,35.0953102111816,264.765319824219,0.695863962173462,144.145004272461,359.360931396484,0,0,0.200000002980232,14,-1,0.03869207149481723,1.343364199065575,0.6287979583814264,100.0,10.0,100.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.00778746012297,0.0,100.0,-11.440255312565693,0.9698093121066415,1,3,3,4.394869328448382,0.008765506967984053,12.723637623332769,45.685439713498646
